,title,homesection,publishdate,pageviews,popularity
24182,Højesteret står fast: Gigantbøde til Uber-chauffører,Samfund,2018-09-13 12:24:10 UTC,54,0
15287,Bundesens hemmelighed: Chikaneret af grov stalker i årevis,Kendte,2018-11-07 13:17:32 UTC,7546,0
11320,Tre søstre tiltalt: Bortførte og tævede eks-kæreste,112,2018-06-28 17:42:59 UTC,28363,1
784,TV: Topscorernes kamp,Sjaellandsyd,2018-11-08 19:08:36 UTC,240,0
33836,Online-dagligvarekæde taber 80 millioner kroner,Erhvervsnyheder,2018-11-28 09:35:18 UTC,96424,1
8564,Antal sager om vold og sexovergreb på børn er steget,112,2018-10-22 09:49:02 UTC,431,0
28548,Pinligt: Lukas Graham begår brøler,DK MusikNYT,2018-10-24 15:04:54 UTC,123944,1
32611,Schmeichel missede titlen: Verdens bedste er kåret,Intl. fodbold,2018-09-24 21:14:55 UTC,41,0
28062,Nu vil Netflix slette dine tv-serier automatisk,Teknologi,2018-07-10 20:37:44 UTC,49470,1
6231,Bakterie-alarm i heden: Fandt 24 grader varmt oksekød i køledisken,Vagthund,2018-07-27 08:56:56 UTC,16674,1
21976,Tobakskæmpe opbygger stort smøglager,Samfund,2018-11-06 14:20:13 UTC,2798,0
13982,Dansk tøjmærke tabte millioner - har måttet lukke butikker,Finans,2018-04-25 07:48:01 UTC,21,0
5554,Dansk landsholdsspiller får tidligere Premier League-manager som chef,Championship,2018-10-27 13:29:13 UTC,2841,0
8056,Kvinde fundet livløs ved strand,112,2018-08-05 18:50:06 UTC,30360,1
28356,AC Horsens tæt på forstærkning fra norsk topklub ,Tipsbladet,2018-07-27 10:50:39 UTC,2,0
23971,Stor hval strandet i dansk fjord,Samfund,2018-11-27 12:53:02 UTC,104471,1
23737,Nordiske statsministre varsler lynhurtigt internet,Samfund,2018-05-23 16:38:38 UTC,434,0
33170,Superstjerne fældet før afrejse: Fængselsstraf spolerer United-turen,Premier League,2018-07-17 09:01:04 UTC,66289,1
11153,Fire børn dræbt i ladcykel: Bremserne svigtede,112,2018-09-20 23:37:43 UTC,92,0
11920,Lang politijagt med 200 km/t: Stoppet med søm-måtte,112,2018-05-04 11:33:22 UTC,83783,1
14459,Tysk busgigant smider 8.000 ekstra sæder på markedet,Finans,2018-04-24 18:37:00 UTC,5,0
24893,Dansk profil kom fra baghjul: Drømmer om VM og stort klubskifte,VM 2018,2018-05-24 08:55:23 UTC,21180,1
28123,Svenske politikere vil lægge pant på mobiltelefoner,Teknologi,2018-08-06 21:59:35 UTC,2113,0
31042,DF ripper op i Løkke-strid: Han er til salg,Dansk politik,2018-09-29 21:44:11 UTC,477,0
11168,Mystisk pengeskab fundet: - Vi ved ikke om det er tomt eller fyldt med en formue,112,2018-05-08 10:58:15 UTC,53893,1
22227,Der stinker af røg på røgfrit kollegie,Samfund,2018-11-26 22:03:00 UTC,17315,1
35220,Sveriges statsminister kalder skovbrande ekstraordinære,Krig & katastrofer,2018-07-19 18:51:43 UTC,380,0
29209,Blev forældre for et år siden: Nu går verdensstjerner fra hinanden,Intl. kendte,2018-07-02 10:45:02 UTC,107228,1
5647,Vær modig og få dit livs bedste sex,Sex & samliv,2018-04-23 23:35:01 UTC,65730,1
34476,Efter vanvittig 'Paradise'-sejr: Sjov detalje blev ikke vist på tv,"Film, tv & radio",2018-06-07 23:15:18 UTC,74873,1
21937,Kim Jong-un fjerner tre topledere fra militæret,Samfund,2018-06-04 08:41:56 UTC,46198,1
15642,Iowa forbyder abort ved lyden af hjerteslag,Ritzau,2018-05-05 01:58:08 UTC,1,0
6984,Pelsbutik-ejer lukker efter dødstrusler: - Håber du får kræft ,112,2018-10-01 10:55:27 UTC,64631,1
18966,Dansker skyld i drama: Centimeter fra at miste livet,Cykling,2018-05-07 12:51:09 UTC,85750,1
18454,Wozniacki sætter effektivt svensk opkomling på plads i Kina,Tennis,2018-09-25 06:48:05 UTC,46,0
18533,Tæt semifinale: Danske Clara i grand slam-gyser,Tennis,2018-06-08 16:58:08 UTC,16605,1
5687,Side 9-pigernes jul,Jul,2018-11-30 09:38:05 UTC,14,0
26102,Mytteri efter ny McLaren-skuffelse: Fyr dem!,Formel 1,2018-06-21 09:34:49 UTC,54669,1
4480,Fans raser efter Ronaldo-debut: Katastrofe! ,Italiensk fodbold,2018-08-19 14:06:37 UTC,80805,1
31559,Kendt TV2-vært afslører nyt job: - Jeg har selv haft behov for det,Danske kendte,2018-05-30 13:51:11 UTC,38270,1
11678,Så Madsen med sav: Det stak ud fra normalbilledet,112,2018-04-03 13:56:22 UTC,33281,1
16433,Landsholdskvinder løser Nadim-kritik inden landskamp,Ritzau,2018-06-08 17:44:46 UTC,1,0
24366,Kystbanen lukker i sommerferien,Samfund,2018-05-04 17:53:05 UTC,24943,1
11553,Ung mand skudt i maven,112,2018-07-24 11:58:51 UTC,45634,1
18456,Wozniacki indleder japansk titelforsvar torsdag formiddag,Tennis,2018-09-19 11:24:31 UTC,3,0
22128,Sådan blev Blume offer for Putins spioner,Samfund,2018-10-04 23:39:48 UTC,64584,1
35301,Bistandsarbejder: Tsunami kan være større katastrofe end vi aner,Krig & katastrofer,2018-09-29 22:25:12 UTC,313,0
13727,"Dansk IT-komet går på børsen med markedsværdi på 7,75 mia. kr.",Finans,2018-06-07 07:38:01 UTC,17,0
3591,Antallet af thai-koner eksploderet i Thy,Filmanmeldelser,2018-09-19 12:31:11 UTC,701,0
3519,FCK's dyre indkøb floppede igen: Ungt talent viste vejen,DBU Pokalen,2018-09-27 21:53:46 UTC,18,0
34285,Skuffet over TV2: - Der er gået noget helt galt ,"Film, tv & radio",2018-11-27 05:55:44 UTC,221693,1
12007,TV: Spydspids slog til,Fyn,2018-09-05 19:00:07 UTC,11,0
3377,TV: Var bare bedre,Jyllandnord,2018-10-08 18:30:37 UTC,197,0
30392,DF: Martin Henriksen er ikke anonym på Facebook,Dansk politik,2018-07-06 20:22:33 UTC,16579,1
31909,Morten Jensen er død,Danske kendte,2018-05-09 13:38:16 UTC,220973,1
6125,Lyngby præsenterer blodigt underskud ,Lyngby,2018-11-30 18:56:39 UTC,945,0
25932,Kevins fremtid næsten på plads: Kun detaljer mangler,Formel 1,2018-06-29 06:12:58 UTC,61982,1
15050,Populær burgerkæde taber penge for første gang,Finans,2018-10-29 09:08:01 UTC,11,0
9828,Efter tragisk dødsfald: Så farligt er MDMA,112,2018-10-27 20:44:24 UTC,15998,1
19612,Tyskland slår rekord med milliardoverskud i første halvår,Politik,2018-08-24 10:28:04 UTC,409,0
16113,Problemer i Nationalbanken forsinker lønudbetalinger,Ritzau,2018-08-31 08:29:20 UTC,7,0
25855,Trods rodet dag til Kevin: Haas-boss positivt overrasket,Formel 1,2018-07-27 21:31:48 UTC,71273,1
12596,Endnu en bilgigant dropper diesel,Biler,2018-11-29 08:16:18 UTC,26768,1
3274,"Her er legetøjet, der åbner døren til bedre sex",Kys & kærlighed,2018-10-25 22:30:04 UTC,19241,1
2783,Christinas vand-vittige drøm: Vil svømme 100 kilometer,Krop og træning,2018-08-12 12:55:09 UTC,469,0
4163,Kikset: Afbrudt samleje i Royal Arena,Koncert-anm.,2018-06-27 22:45:06 UTC,103707,1
33529,Tottenham lurer på tidligere FCN-profil,Premier League,2018-08-06 21:59:51 UTC,15214,1
30639,Regeringen: Kommuner skal ikke tjene fedt på parkering,Dansk politik,2018-06-01 19:23:36 UTC,4461,0
5195,Kyniske AGF nedlagde Hobro,AGF,2018-08-24 20:55:18 UTC,26764,1
15717,Venstre: Pant på plastflasker er på vej,Ritzau,2018-05-03 11:55:04 UTC,1,0
24374,DSB: Alt ruller lige nu som det skal,Samfund,2018-11-29 08:17:02 UTC,1616,0
4263,Lara,Side 9 Premium Gallerier,2018-06-08 11:18:33 UTC,9289,0
10147,Undersøgelseskommission: Passagerfly blev skudt ned med russisk missil ,112,2018-05-24 11:35:43 UTC,92331,1
5629,Danske kronjuveler lå skjult i død piges kiste,Tilbageblik,2018-05-03 07:25:58 UTC,16758,1
9568,Anklager viste voldsom video: Jeg er nødt til at advare,112,2018-09-05 16:07:43 UTC,26,0
31088,Mette F med lussing til Morten Østergaard: Han er udansk ,Dansk politik,2018-08-22 11:42:38 UTC,12379,1
4710,Kongekassen var ikke højdepunktet: - En enestående dansk præstation,Allan Olsen,2018-10-17 08:05:48 UTC,47524,1
8997,Fire biler i uheld på motorvej,112,2018-06-10 13:37:55 UTC,19709,1
19955,Irske abortmodstandere erkender nederlag,Politik,2018-05-26 12:14:36 UTC,1881,0
16119,Sagen om Kevin Magnussens millioner afgøres i august,Ritzau,2018-06-28 16:22:26 UTC,2,0
23274,"Bliv eller gå, men gør det ordentligt",Samfund,2018-09-22 08:05:02 UTC,20,0
32650,Superstjerne peger på årsag: Derfor droppede han Chelsea,Intl. fodbold,2018-08-05 19:34:35 UTC,26698,1
27900,Chok-fyring efter to nederlag: Verdens bedste får sparket i storklub,Håndbold,2018-10-02 10:27:01 UTC,123652,1
1274,Vild med dans-stjerne smadrer vikaren,Boksning,2018-09-15 21:35:15 UTC,547,0
25986,Haas træffer underlig beslutning: Mening med galskaben,Formel 1,2018-07-26 19:03:35 UTC,98645,1
7829,Brøndby-fans anmelder overfald efter lokalderby,112,2018-08-13 04:46:28 UTC,29703,1
11399,Efter skyderier i Malmø: Nu har politiet foretaget anholdelser,112,2018-06-22 14:18:14 UTC,729,0
33912,Kendt bankboss vil afskaffe kontanter ,Erhvervsnyheder,2018-08-14 09:04:24 UTC,26707,1
33474,Manchester United-spillere udeblev i protest: Nu vanker der bøde,Premier League,2018-10-27 14:33:43 UTC,28463,1
10768,Politi undersøger mistænkelige forhold ved lejlighed,112,2018-11-08 16:32:42 UTC,62126,1
30742,S: Vi prioriterer velfærden - det gør regeringen ikke,Dansk politik,2018-09-06 08:12:39 UTC,6,0
19848,Avis: DF har været med til at udhule folkepensionen i årevis,Politik,2018-09-16 21:12:41 UTC,46,0
19405,Kæmpe bommert giver gevinst for Sverigedemokraterna,Politik,2018-09-10 23:34:54 UTC,7,0
3699,Dansk holdkammerat om Sophias frygtelige crash: Det ser fuldstændig vanvittigt ud,Motorsport,2018-11-18 20:51:16 UTC,123535,1
880,Dantaxi afviser kærestens forklaring: Politiet har video af voldsepisode,Skandinavien,2018-09-10 19:48:59 UTC,141,0
14028,Bankerne indkalder til krisemøde om landbruget,Finans,2018-08-17 10:23:01 UTC,1,0
31931,Dansk hitsanger: I USA ville vi være gældsat for livet,Danske kendte,2018-08-24 16:50:34 UTC,68230,1
29568,Hallo til brandvarm brasiliansk babe  ,Intl. kendte,2018-07-22 22:42:28 UTC,64909,1
23670,DSB bruger 250 millioner på gamle tog,Samfund,2018-08-27 08:03:44 UTC,24170,1
31426,Dansk musiker blev kun 45 år: Nu begraves Rasmus,Danske kendte,2018-11-13 13:39:01 UTC,59364,1
3375,Kom til Whisky & Rom Festival,Arrangementer,2018-06-26 14:33:34 UTC,7714,0
18393,Djokovic vinder US Open og tangerer rekord,Tennis,2018-09-10 02:10:39 UTC,22,0
7844,Norsk kvinde anmelder voldtægt: Trusser og sko er væk,112,2018-06-11 15:32:27 UTC,44898,1
9099,Brutalt øksedrama: Så voldsomme var kvindens skader,112,2018-05-16 11:03:20 UTC,44761,1
23550,USA's statsunderskud rammer en billion i 2020,Samfund,2018-04-09 20:26:53 UTC,3905,0
1376,Argumenter?,Ritt Bjerregaard,2018-11-25 20:00:00 UTC,2560,0
22693,Den sociale brevkasse: Kommunen nægter mig ressourceforløb,Samfund,2018-11-11 14:14:57 UTC,3068,0
16668,Magnussen på Haas-jubeldag: Helt utroligt,Ritzau,2018-07-01 17:43:57 UTC,2,0
23430,Rød alarm: Askesky stopper flytrafik over Hawaii,Samfund,2018-05-16 07:36:15 UTC,4262,0
9680,Madsens forsvarer: Han overvejer indholdet af anke,112,2018-04-25 20:17:10 UTC,68441,1
29759,Kendt skuespiller død: Blev kun 43 år ,Intl. kendte,2018-05-07 16:18:17 UTC,271053,1
30735,Kommuner hæver samlet skatter og straffes,Dansk politik,2018-10-15 14:03:10 UTC,54584,1
20023,Politiker lagt for had: Sigter mod teenager i valgvideo,Politik,2018-05-02 21:14:45 UTC,8650,0
965,TV: Kørte gæster midt over,Storkøbenhavn,2018-09-17 20:29:15 UTC,35,0
25274,Knust 'straffeskurk' kunne ikke tale: 'Ikke lige i dag',VM 2018,2018-07-02 01:26:29 UTC,22077,1
9027,Mand savnes efter badetur,112,2018-06-10 12:33:21 UTC,16017,1
31768,Bagedyst-deltager jubler: Banken bøjer sig efter svindelnummer,Danske kendte,2018-07-19 16:01:45 UTC,23884,1
27173,Tisvilde,ingemann,2018-05-16 17:31:44 UTC,27259,1
12038,TV: Slukkede håbet,Fyn,2018-09-27 20:23:39 UTC,31,0
8371,Skød mand på dansegulvet: Nu er FBI-agent anholdt,112,2018-06-13 03:47:19 UTC,17686,1
30533,Sverigedemokraternas leder skal tale ved DF's årsmøde,Dansk politik,2018-09-14 20:02:43 UTC,1,0
30329,Minister: Friskolelukning vidner om konsekvent linje,Dansk politik,2018-05-15 16:33:28 UTC,1963,0
14,Høsten i Californien nærmest perfekt,Vinnyheder,2018-11-07 08:34:36 UTC,1159,0
5353,Følelsen af at være uønsket: Heidi blev lun på en mand fra et andet land,1849,2018-05-22 16:53:54 UTC,13345,1
3109,Nyt pointsystem i badminton er droppet,Badminton,2018-05-19 13:36:11 UTC,704,0
6816,TV: Hæsblæsende affære,Sjællandmidt,2018-09-17 21:38:40 UTC,41,0
30609,Søren Pind forlader dansk politik,Dansk politik,2018-05-01 17:54:11 UTC,124841,1
2128,Idømt livstid igen: Madsen overvejer sidste udvej,Plus,2018-09-26 20:27:07 UTC,69,0
3228,TV: 'Vi tog for let på opgaven' ,Sjællandnord,2018-04-10 18:45:39 UTC,260,0
16845,Allan Kuhn vil lave overraskelse i bundkamp mod FCK,Ritzau,2018-07-23 11:43:02 UTC,1,0
8093,"Se video: Her filmer LTF’er sig selv, før han blev dræbt ",112,2018-10-04 12:04:35 UTC,128932,1
12849,Fanget på fersk gerning: Mand tisser på flysædet,Ferie,2018-05-26 09:51:50 UTC,19630,1
15487,Voldsom brand hærger strandkro ved Køge Bugt,Ritzau,2018-05-20 08:35:27 UTC,1,0
33620,Sisto koster mål: Se bommerten her,Spansk fodbold,2018-04-21 20:00:14 UTC,1060,0
15385,Vanvittig Hollywood-stjerne gæster Danmark: Badede i stoffer og flygtede fra politiet,Kendte,2018-04-20 12:15:13 UTC,10136,0
31092,Løkke foreslår tre veje til at øge tilliden til politikere,Dansk politik,2018-04-06 12:20:55 UTC,2659,0
34027,Barça-stjerne i chok: En hård og sørgelig aften,Champions League,2018-04-11 07:58:30 UTC,25450,1
4691,Tvivlsom Sølv-Sara skrives ind i Danmarks EM-trup,Atletik,2018-07-28 21:14:31 UTC,1214,0
529,Tog sin hævn,Sjællandmidt,2018-09-14 18:14:40 UTC,76,0
28894,Superligaen lemper stadionkrav: Så mange skal der være plads til,Superligaen,2018-06-22 11:39:25 UTC,3039,0
10690,Narkosag vokset enorm: Sådan blev 65 kilo kokain smuglet til Danmark,112,2018-08-08 11:28:53 UTC,18514,1
8886,Advokater scorer millioner på 'Operation Grådighed',112,2018-11-29 18:33:25 UTC,45356,1
8,"Pas på traileren: Havefliser vejer mere, end du tror",Bil nyheder,2018-04-15 10:28:59 UTC,27762,1
3863,TV: Tilbage med manér,Jyllandmidt,2018-08-31 15:26:43 UTC,17,0
719,Ballade før kæmpe-brag: - Fans angrebet med bælter,Liverpool,2018-04-24 21:32:23 UTC,26981,1
27794,SLUT: Danmark vinder sikkert,Håndbold,2018-10-24 21:04:59 UTC,11611,1
31617,Bæstet i anti-hadkampagne: Superfedt at give fuck-fingeren,Danske kendte,2018-04-24 18:20:53 UTC,66416,1
26495,Bizart interview: Derfor troppede toptræner op i tyrehoved,Ishockey,2018-10-22 16:31:29 UTC,14155,1
14218,Efter store huller i pengekassen: Nu begynder elselskaberne at tjene på fibernettet  ,Finans,2018-05-27 19:23:01 UTC,3,0
35227,Vilde billeder: Her blev nonne og ni andre revet i døden af vandmasser,Krig & katastrofer,2018-10-15 23:32:31 UTC,26087,1
35171,Mindst 67 døde efter voldsomme regnskyl i Indien,Krig & katastrofer,2018-08-15 22:09:32 UTC,192,0
5377,Berygtet forsikringsselskab snød mor i smerte-helvede,Kup,2018-05-06 06:34:01 UTC,106073,1
18020,Marina-Martini,Side 9,2018-07-09 02:00:00 UTC,92128,1
15197,40 år efter premieren - Steffen fra 'Mig & Charly': Jeg så aldrig selv filmen,Kendte,2018-04-09 18:23:40 UTC,12194,1
18369,Caroline forlænger med slagfærdig fyr,Tennis,2018-07-03 19:10:02 UTC,8642,0
16753,Brand er slukket men udvikler stadig farlig røg,Ritzau,2018-07-13 21:39:47 UTC,2,0
23521,Køkaos koster vognmand over en million kroner om året,Samfund,2018-05-16 09:35:15 UTC,12252,1
35384,Sjælden ild-djævel fanget på video,Krig & katastrofer,2018-11-12 17:19:50 UTC,10715,0
26304,Danske Bank falder brat på børsen,Investor,2018-07-18 09:13:01 UTC,176,0
30071,Grafik: Byggemarked 2018,New Articles,2018-04-12 15:22:53 UTC,1,0
14240,Sådan var min første McKinsey-chef,Finans,2018-04-04 07:43:00 UTC,2,0
15301,Arven efter Kim Larsen: Så meget bliver der til konen og børnene,Kendte,2018-11-27 13:11:44 UTC,106651,1
11778,4-årig pige forsvundet ved iskiosk: Kæmpe eftersøgning afblæst,112,2018-07-11 20:18:55 UTC,34113,1
8037,Britta anholdt i Sydafrika,112,2018-11-05 08:35:01 UTC,205241,1
29588,Tv-stjerne udsat for uhyggeligt tyveri: - Vi blev gasset,Intl. kendte,2018-09-02 18:21:08 UTC,19,0
21009,Kinas økonomi vokser med laveste fart siden finanskrisen,Samfund,2018-10-19 08:18:03 UTC,66,0
33855,Amerikaner med danske aner er blandt USA's rigeste,Erhvervsnyheder,2018-10-03 23:40:46 UTC,38307,1
2489,FCM henter brasilianer: - Han er et kæmpe talent,FC Midtjylland,2018-08-29 15:31:36 UTC,19631,1
5308,Lindsay,Side 9 Gallerier,2018-08-15 05:00:00 UTC,46317,1
35323,Her reddes mor og tvillinger: USA-storm fortsætter,Krig & katastrofer,2018-09-18 07:01:26 UTC,3,0
11721,Politiet overfalder demonstranter og anholder 20 i Nicaragua,112,2018-10-15 06:11:09 UTC,121,0
16378,Nyt energiforlig sænker CO2-udledning isoleret set,Ritzau,2018-06-30 16:17:09 UTC,1,0
5445,Vanvittigt: Brudepar vover pelsen for at få det perfekte bryllupsbillede,Verden på vrangen,2018-05-19 23:35:22 UTC,22714,1
12089,TV: En halvleg var nok,Fyn,2018-09-21 15:34:22 UTC,17,0
25708,Trods Haas-skuffelse: Forventer hurtigt comeback,Formel 1,2018-05-27 20:48:54 UTC,29387,1
32499,Lægetjek bremser stjernens vilde transfer,Intl. fodbold,2018-06-09 22:17:13 UTC,42499,1
35819,Kyllingen revser Fuglsang: 'Hvad har han så opnået?',Tour de france 2018,2018-07-21 20:31:33 UTC,32529,1
35867,Touren LIVE: Kæmpe drama! Froome styrter og taber tid!,Tour de france 2018,2018-07-07 11:17:50 UTC,51728,1
17801,Regioner skal diskutere økonomi i højspændte forhandlinger,Ritzau,2018-04-12 13:52:56 UTC,1,0
4218,Festivalgæster skider og pisser på internatdyr: Nu reagerer ledelsen,Roskilde,2018-07-04 09:02:57 UTC,23719,1
8531,Flere dræbt ved populært turistmål,112,2018-09-15 06:53:41 UTC,142,0
574,Sex-pert: Hold op med at jage den sprøjteorgasme,Sex og samliv,2018-05-08 20:48:38 UTC,5747,0
16315,Flypassagerer udskrives fra hospital efter fald i kabinetryk,Ritzau,2018-07-14 14:37:32 UTC,2,0
33389,Wenger stopper efter alvorlig nedtur: 'Han skal klappes ud',Premier League,2018-04-20 11:28:34 UTC,47389,1
31412,Kendt kunstner sætter millionvilla til salg,Danske kendte,2018-04-13 10:28:25 UTC,32773,1
34195,SLUT: Kyniske Real Madrid straffer uskarpe tyskere,Champions League,2018-04-25 20:32:28 UTC,57069,1
6552,På flugt i 12 år: Den poetiske massemorder,Tilbageblik,2018-07-20 14:17:12 UTC,1863,0
18,Stor pokal-overraskelse: AGF dummer sig ,AGF,2018-10-31 20:15:38 UTC,48115,1
28285,AEK bød tre millioner på Bjørn Paulsen: No fucking chance ,Tipsbladet,2018-08-15 17:31:00 UTC,1,0
14111,Stjernekok smækker kassen i for sin egen restaurantkæde,Finans,2018-10-29 15:02:01 UTC,36,0
24285,Maria fra København skal have trillinger: Nu viser hun sin enorme mave frem ,Samfund,2018-09-11 15:50:47 UTC,951,0
26519,Utrolig bedrift! Danmark banker verdensstjernerne,Ishockey,2018-05-09 22:37:28 UTC,126202,1
33657,Rørende afsked med spansk legende,Spansk fodbold,2018-05-20 21:52:49 UTC,15633,1
30497,Brittas safari-eventyr: Har investeret millioner i Afrika,Dansk politik,2018-10-11 12:42:29 UTC,248065,1
3204,Silkeborg har pengene: Vil købe ny angriber ,Silkeborg IF,2018-05-31 22:08:53 UTC,3221,0
654,Danskere med i toppen,Golf,2018-06-07 22:07:12 UTC,451,0
22437,Valgkommission erklærer Erdogan som vinder i første runde,Samfund,2018-06-25 04:26:08 UTC,11485,1
34574,Se videoen: Danske realitystjerner knalder ved højlys dag,"Film, tv & radio",2018-05-01 09:20:08 UTC,129902,1
21451,"Royal Arena evakueret: Det der er sket er rigtigt, rigtigt uheldigt",Samfund,2018-09-22 21:41:10 UTC,3303,0
33994,Finanstilsyn kaster sig over Danske Bank igen,Erhvervsnyheder,2018-09-20 10:13:53 UTC,25,0
4618,Kæmpe skandale: AC Milan udelukket fra Europa!,Italiensk fodbold,2018-06-27 17:30:22 UTC,116412,1
19336,Efterretningschef: Rusland forsøger fortsat at splitte USA,Politik,2018-08-03 01:35:22 UTC,697,0
15630,Dansk Erhverv: Ishockey-VM har været perfekt turistevent,Ritzau,2018-05-20 13:36:01 UTC,5,0
23578,Flere akademikere meldte sig i fagforening op til pausestrid,Samfund,2018-05-24 10:59:57 UTC,1186,0
19429,Saudi-kronprins kondolerer over for Khashoggis søn,Politik,2018-10-22 04:34:16 UTC,6088,0
20083,Agentur: Iran overholder atomaftale med stormagter,Politik,2018-11-12 17:45:51 UTC,709,0
12726,Rejsende raser IGEN over Primera Air: - Det kan ikke være rigtigt,Ferie,2018-06-12 23:34:36 UTC,121826,1
23326,Dansk dykker hjælper drenge i grotte: Her er hans rolle,Samfund,2018-07-06 13:29:58 UTC,18829,1
478,Hvornår kommer de selvkørende biler? ,Bil nyheder,2018-04-22 11:58:25 UTC,10012,0
15453,"Udsultning, slave-kontrakter og sex-tvang - Her er USA's mest kontroversielle kult",Kendte,2018-06-15 19:23:46 UTC,10217,0
